arr,value,id,account_id,source,closed_date,start_date,end_date,cancellation_date,original_end_date,number_of_licenses,type,industry
1992.89,1534.25,a1d0900000029DEAAY,0010Y00000nP0jWQAS,salesforce,2022-11-16,2022-11-16,2023-08-23,,2023-08-23,1,Additional User,Commercial developer
9500,9500,a1d09000000q7uEAAQ,0010Y00000nP0jWQAS,salesforce,2023-07-31,2023-08-24,2024-08-23,,2024-08-23,3,Renewal,Commercial developer
10000,10000,a1d2o00000YYxROAA1,0010Y00000nP0jWQAS,salesforce,2021-08-24,2021-08-24,2022-08-23,,2022-08-23,3,New Business,Commercial developer
10000,10000,a1d7U000000Qb3BQAS,0010Y00000nP0jWQAS,salesforce,2022-08-09,2022-08-24,2023-08-23,,2023-08-23,3,Renewal,Commercial developer
8307.69,9000,a1d1n00000ErZXBAA3,0010Y00000nP0mlQAC,salesforce,2020-05-14,2020-05-16,2020-06-16,2020-06-16,2021-06-15,2,Renewal,Residential developer
10000,10000,a1d1n00000ErZSdAAN,0010Y00000nP0mlQAC,salesforce,2019-05-15,2019-05-16,2020-05-15,,2020-05-15,3,Renewal,Residential developer
6500,6500,a1d1n00000ErZRGAA3,0010Y00000nP0mlQAC,salesforce,2018-05-18,2018-05-16,2019-05-15,,2019-05-15,2,Renewal,Residential developer
4250,4250,a1d1n00000ErZXTAA3,0010Y00000nP0mlQAC,salesforce,2017-05-17,2017-05-17,2018-05-16,,2018-05-16,1,New Business,Residential developer
1624.63,1500,a1d1n00000ErZHQAA3,0010Y00000nP0mlQAC,salesforce,2017-06-14,2017-06-14,2018-05-16,,2018-05-16,1,Additional User,Residential developer
5400,5400,a1d1n00000ErZdDAAV,0010Y00000nP0qEQAS,salesforce,2018-03-13,2018-03-13,2019-03-12,,2019-03-12,1,Renewal,Residential developer
3825,3825,a1d1n00000ErZVUAA3,0010Y00000nP0qEQAS,salesforce,2017-03-30,2017-03-30,2018-03-29,,2018-03-29,1,New Business,Residential developer
6000,6000,a1d1n00000ErZh0AAF,0010Y00000nP0qEQAS,salesforce,2019-03-13,2019-03-13,2019-09-16,2019-09-16,2020-03-12,1,Renewal,Residential developer
3825,3825,a1d1n00000ErZF5AAN,0010Y00000nP0qsQAC,salesforce,2017-04-28,2017-04-28,2018-04-27,,2018-04-27,1,New Business,Residential developer
5200,5200,a1d1n00000ErZcVAAV,0010Y00000nP0qsQAC,salesforce,2019-04-28,2019-04-28,2020-04-27,,2020-04-27,1,Renewal,Residential developer
4800,4800,a1d1n00000ErZa9AAF,0010Y00000nP0qsQAC,salesforce,2018-05-02,2018-04-28,2019-04-27,,2019-04-27,1,Renewal,Residential developer
1800,1800,a1d1n00000ErZJEAA3,0010Y00000nP0qsQAC,salesforce,2020-04-28,2020-04-28,2020-04-28,2020-04-28,2021-04-28,1,Renewal,Residential developer
6000,6000,a1d2o00000XsUMdAAN,0010Y00000nP0t8QAC,salesforce,2021-07-09,2021-07-15,2022-07-14,,2022-07-14,2,Renewal,Property services company
6000,6000,a1d7U000000QOWLQA4,0010Y00000nP0t8QAC,salesforce,2022-07-12,2022-07-15,2023-07-14,,2023-07-14,2,Renewal,Property services company
6000,6000,a1d1n00000D7uyYAAR,0010Y00000nP0t8QAC,salesforce,2020-07-15,2020-07-15,2021-07-14,,2021-07-14,2,New Business,Property services company
6250,6250,a1d1n00000ErZEzAAN,0010Y00000nP0t8QAC,salesforce,2017-04-19,2017-04-19,2018-04-18,,2018-04-18,2,New Business,Property services company
7000,14000,a1d1n00000ErZTQAA3,0010Y00000nP0uzQAC,salesforce,2019-05-17,2019-05-17,2021-05-16,,2021-05-16,2,Renewal,Residential developer
2238.21,1300,a1d2o00000Wbuq2AAB,0010Y00000nP0uzQAC,salesforce,2020-10-29,2020-10-29,2021-05-28,,2021-05-28,1,Additional User,Residential developer
3000,3000,a1d7U000000Q1yKQAS,0010Y00000nP0uzQAC,salesforce,2022-05-31,2022-05-31,2023-05-30,,2023-05-30,1,New Subscription,Residential developer
3825,3825,a1d1n00000ErZVVAA3,0010Y00000nP0uzQAC,salesforce,2017-05-17,2017-05-17,2018-05-16,,2018-05-16,1,New Business,Residential developer
3000,3000,a1d09000000poqbAAA,0010Y00000nP0uzQAC,salesforce,2023-05-03,2023-05-31,2024-05-30,,2024-05-30,1,Renewal,Residential developer
5600,5600,a1d1n00000ErZOEAA3,0010Y00000nP0uzQAC,salesforce,2018-06-26,2018-05-17,2019-05-16,,2019-05-16,2,Renewal,Residential developer
15000,15000,a1d2o00000Wc9bvAAB,0010Y00000nP0uzQAC,salesforce,2021-05-14,2021-05-17,2022-05-16,,2022-05-16,5,Renewal,Residential developer
3600,3600,a1d1n00000D7o5fAAB,0010Y00000nP0wgQAC,salesforce,2020-07-10,2020-08-21,2021-08-20,,2021-08-20,1,Renewal,Consultant
4250,4250,a1d1n00000ErZEoAAN,0010Y00000nP0wgQAC,salesforce,2017-02-28,2017-02-28,2018-02-27,,2018-02-27,1,New Business,Consultant
5100,5100,a1d1n00000ErZNDAA3,0010Y00000nP0wgQAC,salesforce,2019-02-28,2018-02-28,2019-02-27,,2019-02-27,1,Renewal,Consultant
5100,5100,a1d1n00000ErZKeAAN,0010Y00000nP0wgQAC,salesforce,2019-08-21,2019-02-28,2020-02-27,,2020-02-27,1,New Business,Consultant
1620,1620,a1d1n00000ErZEmAAN,0010Y00000nP0yDQAS,salesforce,2017-02-13,2017-02-13,2018-02-12,,2018-02-12,1,New Business,Residential developer
100000,100000,a1d1n00000ErZHIAA3,0010Y00000nP0yDQAS,salesforce,2019-07-29,2019-07-29,2020-07-28,,2020-07-28,70,New Business,Residential developer
140000,140000,a1d1n00000ErZKZAA3,0010Y00000nP0yDQAS,salesforce,2019-07-29,2020-07-29,2021-07-28,,2021-07-28,231,New Business,Residential developer
227027.03,700000,a1d2o00000YYIbfAAH,0010Y00000nP0yDQAS,salesforce,2021-08-10,2021-07-29,2024-07-28,,2024-07-28,150,Renewal,Residential developer
5000,5000,a1d1n00000ErZGvAAN,0010Y00000nP7nNQAS,salesforce,2017-12-08,2017-12-08,2018-12-07,,2018-12-07,1,New Business,Residential developer
13000,13000,a1d1n00000FdfXlAAJ,0010Y00000nPFfBQAW,salesforce,2020-08-11,2020-10-04,2021-10-03,,2021-10-03,4,Renewal,Consultant
8500,8500,a1d1n00000ErZKzAAN,0010Y00000nPFfBQAW,salesforce,2019-10-04,2019-10-04,2020-10-04,,2020-10-04,4,Renewal,Consultant
13000,13000,a1d2o00000YZ095AAD,0010Y00000nPFfBQAW,salesforce,2021-09-24,2021-10-04,2022-10-03,,2022-10-03,4,Renewal,Consultant
7500,7500,a1d1n00000ErZG9AAN,0010Y00000nPFfBQAW,salesforce,2017-10-10,2017-10-04,2018-10-10,,2018-10-10,3,New Business,Consultant
8500,8500,a1d1n00000ErZL1AAN,0010Y00000nPFfBQAW,salesforce,2018-10-04,2018-10-04,2019-10-03,,2019-10-03,4,Renewal,Consultant
10000,10000,a1d7U000000QsyxQAC,0010Y00000nPFfBQAW,salesforce,2022-09-15,2022-10-04,2023-10-03,,2023-10-03,4,Renewal,Consultant
1620,1620,a1d2o00000Wc9ZrAAJ,0010Y00000nPLtVQAW,salesforce,,2017-10-12,2018-10-11,,2018-10-11,1,New Business,Asset Manager / Investor
3750,3750,a1d2o00000Wc9YUAAZ,0010Y00000qgaexQAA,salesforce,,2017-09-19,2018-09-18,,2018-09-18,1,New Business,Residential developer
2458.76,1354,a1d1n00000D7y0yAAB,0010Y00000qgbhpQAA,salesforce,2020-07-17,2020-07-15,2021-01-31,,2021-01-31,1,Additional User,Residential developer
2733.75,2187,a1d2o00000Wc7kYAAR,0010Y00000qgbhpQAA,salesforce,2021-04-20,2021-04-15,2022-01-31,,2022-01-31,1,Additional User,Residential developer
2616.58,1383.56,a1d2o00000YBL6IAAX,0010Y00000qgbhpQAA,salesforce,2021-07-23,2021-07-23,2022-01-31,,2022-01-31,1,Additional User,Residential developer
4645.45,840,a1d2o00000WbxNkAAJ,0010Y00000qgbhpQAA,salesforce,2020-11-27,2020-11-27,2021-01-31,,2021-01-31,2,Additional User,Residential developer
32500,32500,a1d1n00000ErZMvAAN,0010Y00000qgbhpQAA,salesforce,2019-02-01,2019-02-01,2020-01-31,,2020-01-31,13,Renewal,Residential developer
45000,45000,a1d2o00000Wc1MsAAJ,0010Y00000qgbhpQAA,salesforce,2021-01-22,2021-02-01,2022-01-31,,2022-01-31,18,Renewal,Residential developer
32500,32500,a1d1n00000ErZLiAAN,0010Y00000qgbhpQAA,salesforce,2020-02-01,2020-02-01,2021-01-31,,2021-01-31,14,Renewal,Residential developer
20000,20000,a1d1n00000ErZMaAAN,0010Y00000qgbhpQAA,salesforce,2018-02-01,2018-02-01,2019-01-31,,2019-01-31,8,New Business,Residential developer
1800,1800,a1d1n00000ErZIuAAN,0010Y00000qgdFRQAY,salesforce,2019-10-29,2019-10-29,2020-10-31,,2020-10-31,1,Renewal,Agent
4000,4000,a1d1n00000ErZGGAA3,0010Y00000qgdFRQAY,salesforce,2017-10-25,2017-10-31,2018-10-30,,2018-10-30,1,New Business,Agent
5000,5000,a1d2o00000YYxnZAAT,0010Y00000qgdFRQAY,salesforce,2021-08-30,2021-08-26,2022-08-25,,2022-08-25,1,Renewal,Agent
1800,1800,a1d1n00000D6uu5AAB,0010Y00000qgdFRQAY,salesforce,2020-06-04,2020-06-08,2021-06-07,,2021-06-07,1,New Business,Agent
5000,5000,a1d1n00000ErZbZAAV,0010Y00000qgdFRQAY,salesforce,2018-10-11,2018-10-11,2019-10-11,,2019-10-11,1,Renewal,Agent
5400,5400,a1d1n00000ErZINAA3,0010Y00000qgdkEQAQ,salesforce,2018-03-29,2018-03-29,2019-03-28,,2019-03-28,1,New Business,Agent
10000,10000,a1d1n00000ErZSVAA3,0010Y00000qgdkEQAQ,salesforce,2019-03-29,2019-03-29,2020-03-28,,2020-03-28,3,Renewal,Agent
10000,10000,a1d7U000000PbCyQAK,0010Y00000qgdkEQAQ,salesforce,2022-03-28,2022-03-29,2023-03-28,,2023-03-28,3,Renewal,Agent
9000,9000,a1d2o00000Wc3NOAAZ,0010Y00000qgdkEQAQ,salesforce,2021-02-11,2021-03-29,2022-03-28,,2022-03-28,2,Renewal,Agent
9000,9000,a1d1n00000ErZXgAAN,0010Y00000qgdkEQAQ,salesforce,2020-03-12,2020-03-29,2021-03-28,,2021-03-28,2,Renewal,Agent
10000,10000,a1d090000002HaoAAE,0010Y00000qgdkEQAQ,salesforce,2023-03-03,2023-03-29,2024-03-28,,2024-03-28,3,Renewal,Agent
5000,5000,a1d2o00000Wc9ZsAAJ,0010Y00000qgmgEQAQ,salesforce,,2017-10-20,2018-10-19,,2018-10-19,1,New Business,Property services company
3230.77,3500,a1d2o00000YYzAwAAL,0010Y00000qgZKDQA2,salesforce,2021-09-14,2021-09-18,2022-10-17,,2022-10-17,1,Renewal,Consultant
3500,3500,a1d1n00000ErZTcAAN,0010Y00000qgZKDQA2,salesforce,2019-09-25,2019-09-18,2020-09-17,,2020-09-17,1,Renewal,Consultant
3000,3000,a1d2o00000Wc9bpAAB,0010Y00000qgZKDQA2,salesforce,,2018-09-18,2019-09-17,,2019-09-17,1,Renewal,Consultant
3500,3500,a1d2o00000W7h1iAAB,0010Y00000qgZKDQA2,salesforce,2020-09-21,2020-09-18,2021-09-17,,2021-09-17,1,Renewal,Consultant
2925,2925,a1d2o00000Wc9boAAB,0010Y00000qgZKDQA2,salesforce,,2017-09-30,2018-09-29,,2018-09-29,1,New Business,Consultant
5000,5000,a1d1n00000ErZGiAAN,0010Y00000qh3b3QAA,salesforce,2017-11-20,2017-10-27,2018-11-26,2018-11-26,2018-10-27,1,New Business,Lender
4250,4250,a1d2o00000Wc33wAAB,0010Y00000qh3b3QAA,salesforce,2021-02-08,2021-02-28,2022-02-27,,2022-02-27,1,Renewal,Lender
4500,4500,a1d7U000000PK2HQAW,0010Y00000qh3b3QAA,salesforce,2022-02-08,2022-02-28,2023-02-27,,2023-02-27,1,Renewal,Lender
3642.86,4250,a1d1n00000ErZVfAAN,0010Y00000qh3b3QAA,salesforce,2020-01-22,2020-01-21,2021-02-28,,2021-02-28,1,New Business,Lender
6000,6000,a1d2o00000YZ5UgAAL,0010Y00000qh3WNQAY,salesforce,2021-12-01,2022-01-31,2023-01-30,,2023-01-30,1,Renewal,Consultant
7650,7650,a1d1n00000ErZVWAA3,0010Y00000qh3WNQAY,salesforce,2018-01-31,2018-01-31,2019-02-01,,2019-02-01,2,New Business,Consultant
9000,9000,a1d1n00000ErZXxAAN,0010Y00000qh3WNQAY,salesforce,2020-01-17,2020-01-31,2021-01-30,,2021-01-30,2,Renewal,Consultant
9000,9000,a1d1n00000ErZYqAAN,0010Y00000qh3WNQAY,salesforce,2019-01-31,2019-01-31,2020-01-30,,2020-01-30,2,Renewal,Consultant
10000,10000,a1d2o00000WbydiAAB,0010Y00000qh3WNQAY,salesforce,2020-12-10,2021-01-31,2022-01-30,,2022-01-30,3,Renewal,Consultant
5250,5250,a1d1n00000ErZGaAAN,0010Y00000qhCKBQA2,salesforce,2017-11-08,2017-11-29,2018-11-28,,2018-11-28,1,New Business,Property services company
5800,5800,a1d2o00000Wc9ZtAAJ,0010Y00000qhCKBQA2,salesforce,,2018-11-27,2019-11-26,,2019-11-26,1,Renewal,Property services company
4500,4500,a1d1n00000ErZYVAA3,0010Y00000qhg9fQAA,salesforce,2018-08-21,2018-08-31,2019-08-30,,2019-08-30,1,New Business,Residential developer
5500,5500,a1d2o00000V3dXbAAJ,0010Y00000qhg9fQAA,salesforce,2020-09-01,2020-08-31,2021-08-30,,2021-08-30,1,Renewal,Residential developer
1850,1850,a1d09000000q7qCAAQ,0010Y00000qhg9fQAA,salesforce,2023-07-31,2023-07-31,2024-07-30,,2024-07-30,1,New Business,Residential developer
5500,5500,a1d1n00000ErZeLAAV,0010Y00000qhg9fQAA,salesforce,2019-09-06,2019-08-31,2020-08-30,,2020-08-30,1,Renewal,Residential developer
5500,5500,a1d2o00000YYyAwAAL,0010Y00000qhg9fQAA,salesforce,2021-09-03,2021-08-31,2022-08-30,,2022-08-30,1,Renewal,Residential developer
750,750,a1d2o00000Wc9ZuAAJ,0010Y00000qhGBnQAM,salesforce,,2017-10-17,2018-10-16,,2018-10-16,1,New Business,Residential developer
5142.86,6000,a1d2o00000VuGjLAAV,0010Y00000qhGBnQAM,salesforce,2020-09-17,2020-09-17,2021-11-16,,2021-11-16,1,New Business,Residential developer
6750,6750,a1d1n00000ErZLUAA3,0010Y00000qhJinQAE,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,3,Renewal,Lender
4350,4350,a1d1n00000ErZGEAA3,0010Y00000qhJinQAE,salesforce,2017-10-24,2017-11-01,2018-10-31,,2018-10-31,1,New Business,Lender
2807.69,1000,a1d2o00000XmH4uAAF,0010Y00000qhJinQAE,salesforce,2021-06-24,2021-06-24,2021-10-31,,2021-10-31,1,Additional User,Lender
11500,11500,a1d2o00000WbrHUAAZ,0010Y00000qhJinQAE,salesforce,2020-10-01,2020-10-31,2021-10-31,,2021-10-31,4,Renewal,Lender
10000,10000,a1d1n00000ErZMPAA3,0010Y00000qhJinQAE,salesforce,2019-10-31,2019-10-31,2020-10-30,,2020-10-30,4,Renewal,Lender
15000,15000,a1d2o00000YZ2taAAD,0010Y00000qhJinQAE,salesforce,2021-10-28,2021-11-01,2022-10-31,,2022-10-31,7,Renewal,Lender
16000,16000,a1d0900000028wLAAQ,0010Y00000qhJinQAE,salesforce,2022-11-09,2022-11-01,2023-10-31,,2023-10-31,8,Renewal,Lender
4250,4250,a1d1n00000ErZL3AAN,0010Y00000qhvVUQAY,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,2,Renewal,Consultant
4250,4250,a1d1n00000ErZGyAAN,0010Y00000qhvVUQAY,salesforce,2017-12-11,2017-11-01,2018-10-31,,2018-10-31,1,New Business,Consultant
5000,5000,a1d2o00000YNSMMAA5,0010Y00000qijGXQAY,salesforce,2021-07-30,2021-07-26,2021-11-01,2021-11-01,2022-07-25,1,New Business,Agent
5142.86,6000,a1d1n00000ErZcNAAV,0010Y00000qijGXQAY,salesforce,2019-09-30,2019-09-30,2020-06-25,2020-06-25,2020-11-29,1,New Business,Agent
5200,5200,a1d7U000000Q7qMQAS,0010Y00000qiKXJQA2,salesforce,2022-06-14,2022-06-30,2023-06-29,,2023-06-29,1,Renewal,Residential developer
4950,4950,a1d2o00000XmHMAAA3,0010Y00000qiKXJQA2,salesforce,2021-06-28,2021-06-30,2022-06-29,,2022-06-29,1,Renewal,Residential developer
4000,4000,a1d1n00000ErZWFAA3,0010Y00000qiKXJQA2,salesforce,2017-10-31,2017-10-31,2018-10-30,,2018-10-30,1,New Business,Residential developer
5200,5200,a1d09000000ptuPAAQ,0010Y00000qiKXJQA2,salesforce,2023-05-30,2023-06-30,2024-06-29,,2024-06-29,1,Renewal,Residential developer
3857.14,4500,a1d1n00000ErZVlAAN,0010Y00000qiKXJQA2,salesforce,2020-05-04,2020-04-30,2021-06-29,,2021-06-29,1,New Business,Residential developer
6500,6500,a1d1n00000ErZRKAA3,0010Y00000qiKXJQA2,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,2,Renewal,Residential developer
2250,2250,a1d1n00000ErZGxAAN,0010Y00000rjbayQAA,salesforce,2017-12-11,2017-12-11,2018-12-10,,2018-12-10,1,New Business,Residential developer
150,150,a1d1n00000ErZItAAN,0010Y00000rjbayQAA,salesforce,2018-04-25,2018-04-25,2019-04-24,,2019-04-24,1,System Generated,Residential developer
4500,4500,a1d1n00000ErZGFAA3,0010Y00000rjbMWQAY,salesforce,2017-10-24,2017-10-24,2018-10-24,2018-10-24,2018-10-23,1,New Business,Other
5000,5000,a1d1n00000ErZGKAA3,0010Y00000rjcsLQAQ,salesforce,2017-10-30,2017-10-30,2018-10-30,,2018-10-30,1,New Business,Asset Manager / Investor
5000,5000,a1d1n00000ErZbaAAF,0010Y00000rjcsLQAQ,salesforce,2018-10-15,2018-09-30,2019-09-29,,2019-09-29,1,New Business,Asset Manager / Investor
1800,1800,a1d1n00000ErZJ3AAN,0010Y00000rjcsLQAQ,salesforce,2019-10-28,2019-10-28,2020-10-27,,2020-10-27,1,Renewal,Asset Manager / Investor
4500,4500,a1d2o00000WbxcRAAR,0010Y00000rs1shQAA,salesforce,2020-12-02,2020-12-02,2021-12-01,,2021-12-01,1,New Business,Agent
3000.68,1562,a1d2o00000Wy0K7AAJ,0010Y00000rs1shQAA,salesforce,2021-06-01,2021-05-26,2021-12-01,,2021-12-01,1,Additional User,Agent
10000,10000,a1d090000002ASAAA2,0010Y00000rs1shQAA,salesforce,2022-12-12,2022-12-02,2023-12-01,,2023-12-01,5,Renewal,Agent
8000,8000,a1d2o00000YZ5SyAAL,0010Y00000rs1shQAA,salesforce,2021-12-01,2021-12-02,2022-12-01,,2022-12-01,3,Renewal,Agent
3500,3500,a1d2o00000Wbz6fAAB,0010Y00000rs63MQAQ,salesforce,2020-12-21,2021-01-04,2022-01-03,,2022-01-03,1,New Business,Residential developer
3800,3800,a1d7U000000PB0vQAG,0010Y00000rs63MQAQ,salesforce,2021-12-17,2022-01-04,2023-01-03,,2023-01-03,1,Renewal,Residential developer
5000,5000,a1d1n00000ErZbmAAF,0010Y00000rs63MQAQ,salesforce,2019-01-28,2019-01-23,2020-01-23,,2020-01-23,1,New Business,Residential developer
3800,3800,a1d0900000029tPAAQ,0010Y00000rs63MQAQ,salesforce,2022-11-30,2023-01-04,2024-01-03,,2024-01-03,1,Renewal,Residential developer
4800,4800,a1d1n00000ErZGkAAN,0010Y00000rsMgHQAU,salesforce,2017-11-24,2018-04-04,2019-04-03,,2019-04-03,1,New Business,Agent
1620,1620,a1d090000002P2uAAE,0010Y00000rsMgHQAU,salesforce,2023-04-12,2023-04-30,2024-04-29,,2024-04-29,1,New Business,Agent
1620,1620,a1d7U000000Pc4bQAC,0010Y00000rsMgHQAU,salesforce,2022-03-29,2022-03-29,2023-03-28,,2023-03-28,1,New Business,Agent
1800,1800,a1d1n00000ErZJDAA3,0010Y00000rsMgHQAU,salesforce,2019-04-04,2019-04-04,2020-04-03,,2020-04-03,1,Renewal,Agent
4800,4800,a1d7U000000Pq7FQAS,0010Y00000rsQymQAE,salesforce,2022-05-03,2022-05-05,2023-05-04,,2023-05-04,2,Renewal,Residential developer
4800,4800,a1d090000002Nz0AAE,0010Y00000rsQymQAE,salesforce,2023-04-05,2023-05-05,2024-05-04,,2024-05-04,2,Renewal,Residential developer
4000,4000,a1d2o00000Wc8piAAB,0010Y00000rsQymQAE,salesforce,2021-05-05,2021-05-05,2022-05-04,,2022-05-04,2,New Business,Residential developer
7500,7500,a1d1n00000ErZVCAA3,0010Y00000rsQymQAE,salesforce,2018-10-11,2018-10-30,2019-09-24,2019-09-24,2019-10-29,2,Renewal,Residential developer
6000,6000,a1d1n00000ErZGQAA3,0010Y00000rsQymQAE,salesforce,2017-10-31,2017-10-30,2018-10-29,,2018-10-29,2,New Business,Residential developer
1620,1620,a1d2o00000XSI8IAAX,0010Y00000rsRB2QAM,salesforce,2021-06-11,2021-06-11,2022-06-10,,2022-06-10,1,New Business,Property services company
10000,10000,a1d1n00000ErZRZAA3,0010Y00000rsRB2QAM,salesforce,2019-08-12,2019-08-15,2020-08-14,,2020-08-14,3,New Business,Property services company
10000,10000,a1d1n00000ErZS6AAN,0010Y00000sDg8HQAS,salesforce,2017-11-15,2017-11-15,2018-11-14,,2018-11-14,3,New Business,Residential developer
10000,10000,a1d1n00000ErZLNAA3,0010Y00000sDg8HQAS,salesforce,2019-10-04,2019-11-15,2020-11-14,,2020-11-14,4,Renewal,Residential developer
10000,10000,a1d2o00000Wc9YjAAJ,0010Y00000sDg8HQAS,salesforce,,2018-11-15,2019-11-14,,2019-11-14,4,Renewal,Residential developer
10000,10000,a1d2o00000YZ3w4AAD,0010Y00000sDg8HQAS,salesforce,2021-11-09,2021-11-16,2022-11-15,,2022-11-15,4,Renewal,Residential developer
10000,10000,a1d09000000296BAAQ,0010Y00000sDg8HQAS,salesforce,2022-11-14,2022-11-16,2023-11-15,,2023-11-15,4,Renewal,Residential developer
10000,10000,a1d2o00000Wc9ZvAAJ,0010Y00000sDg8HQAS,salesforce,,2018-11-15,2019-11-14,,2019-11-14,3,Renewal,Residential developer
10000,10000,a1d2o00000WEbmOAAT,0010Y00000sDg8HQAS,salesforce,2020-09-23,2020-11-15,2021-11-14,,2021-11-14,3,Renewal,Residential developer
1411.76,2000,a1d2o00000W8FMqAAN,0010Y00000sDjiDQAS,salesforce,2020-09-21,2020-08-31,2022-01-30,,2022-01-30,1,Renewal,Property services company
4500,4500,a1d1n00000ErZZPAA3,0010Y00000sDjiDQAS,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,1,Renewal,Property services company
5000,5000,a1d1n00000ErZGTAA3,0010Y00000sDjiDQAS,salesforce,2017-10-31,2017-10-31,2018-10-30,,2018-10-30,1,New Business,Property services company
1333.33,2000,a1d1n00000ErZH9AAN,0010Y00000sDjiDQAS,salesforce,2019-08-22,2019-08-22,2021-01-31,,2021-01-31,1,New Business,Property services company
3600,3600,a1d7U000000PBD1QAO,0010Y00000sDjiDQAS,salesforce,2022-01-14,2022-01-31,2023-01-30,,2023-01-30,1,Renewal,Property services company
3600,3600,a1d090000002EMzAAM,0010Y00000sDjiDQAS,salesforce,2023-02-02,2023-02-01,2024-01-31,,2024-01-31,1,Renewal,Property services company
2000,2000,a1d2o00000Wc9ZwAAJ,0010Y00000sEAGGQA4,salesforce,,2017-10-31,2018-10-30,,2018-10-30,1,New Business,Residential developer
3600,3600,a1d2o00000YZ5VrAAL,0010Y00000sEAGGQA4,salesforce,2021-12-01,2021-12-31,2022-03-31,2022-03-31,2022-12-30,1,New Business,Residential developer
5500,5500,a1d1n00000ErZGHAA3,0010Y00000sEBMhQAO,salesforce,2017-10-26,2017-10-30,2018-10-29,,2018-10-29,1,New Business,Residential developer
2097.7,1000,a1d1n00000ErZFWAA3,0010Y00000sEBMhQAO,salesforce,2018-05-15,2018-05-09,2018-10-29,,2018-10-29,1,Additional User,Residential developer
1500,1500,a1d2o00000Wc9ZxAAJ,0010Y00000sEBMhQAO,salesforce,,2017-10-30,2018-10-29,,2018-10-29,1,Additional User,Residential developer
10500,10500,a1d1n00000ErZNVAA3,0010Y00000sEBMhQAO,salesforce,2018-10-11,2018-10-26,2019-10-25,,2019-10-25,4,Renewal,Residential developer
4200,4200,a1d1n00000ErZKsAAN,0010Y00000sEf4MQAS,salesforce,2018-03-14,2018-03-14,2019-03-13,,2019-03-13,2,Renewal,Asset Manager / Investor
1620,1620,a1d2o00000Wc9ZyAAJ,0010Y00000sEf4MQAS,salesforce,,2017-11-28,2018-11-27,,2018-11-27,1,New Business,Asset Manager / Investor
5770.44,480.87,a1d1n00000ErZb8AAF,0010Y00000sEfEqQAK,salesforce,2017-12-01,2017-11-22,2017-12-31,,2017-12-31,1,New Business,Property services company
4500,4500,a1d1n00000ErZGzAAN,0010Y00000sEfEqQAK,salesforce,2017-12-11,2018-01-01,2018-12-31,,2018-12-31,1,Renewal,Property services company
5400,10800,a1d090000002979AAA,0010Y00000sEFvgQAG,salesforce,2022-11-14,2022-11-09,2024-11-08,,2024-11-08,1,Renewal,Consultant
6000,6000,a1d1n00000ErZfhAAF,0010Y00000sEFvgQAG,salesforce,2019-11-09,2019-11-09,2020-11-08,,2020-11-08,1,Renewal,Consultant
6000,6000,a1d2o00000Wc9ZzAAJ,0010Y00000sEFvgQAG,salesforce,,2018-11-09,2019-11-09,,2019-11-09,1,Renewal,Consultant
5400,10800,a1d2o00000WbrINAAZ,0010Y00000sEFvgQAG,salesforce,2020-10-01,2020-11-09,2022-11-08,,2022-11-08,1,Renewal,Consultant
6000,6000,a1d1n00000ErZGwAAN,0010Y00000sEFvgQAG,salesforce,2017-12-11,2017-11-09,2018-11-08,,2018-11-08,1,New Business,Consultant
3825,3825,a1d1n00000ErZFQAA3,0010Y00000SfuwMQAR,salesforce,2017-06-05,2017-05-12,2018-05-11,,2018-05-11,1,New Business,Agent
6000,6000,a1d2o00000YMwMHAA1,0010Y00000sGlTVQA0,salesforce,2021-07-29,2021-08-09,2022-05-26,2022-05-26,2022-08-08,1,New Business,Residential developer
6000,6000,a1d090000002H67AAE,0010Y00000sGmxyQAC,salesforce,2023-02-27,2023-04-11,2024-04-10,,2024-04-10,1,Renewal,Property services company
6000,6000,a1d7U000000PhxIQAS,0010Y00000sGmxyQAC,salesforce,2022-04-11,2022-04-11,2023-04-10,,2023-04-10,1,New Business,Property services company
4000,4000,a1d1n00000ErZWkAAN,0010Y00000sGpJGQA0,salesforce,2019-02-06,2019-02-06,2020-02-05,,2020-02-05,1,Renewal,Property services company
5000,5000,a1d1n00000ErZayAAF,0010Y00000sGpJGQA0,salesforce,2020-02-28,2020-03-19,2020-05-22,2020-05-22,2021-03-18,1,Renewal,Property services company
6000,6000,a1d1n00000ErZGbAAN,0010Y00000sGpJGQA0,salesforce,2017-11-13,2017-12-07,2018-12-06,,2018-12-06,1,New Business,Property services company
4000,4000,a1d1n00000ErZWIAA3,0010Y00000SgQs3QAF,salesforce,2018-05-23,2018-05-23,2019-05-22,,2019-05-22,1,New Business,Residential developer
2000,1000,a1d1n00000ErZFVAA3,0010Y00000SgQs3QAF,salesforce,2017-05-31,2017-05-31,2017-11-29,,2017-11-29,1,New Business,Residential developer
4000,4000,a1d1n00000ErZW0AAN,0010Y00000SgQs3QAF,salesforce,2019-05-23,2019-05-23,2020-05-22,,2020-05-22,1,Renewal,Residential developer
